edges/dates,2017-12,2019-9,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4
Turkey->Taiwan,0,0,0,0,58,57,0,0
Taiwan->Germany,0,0,13,0,0,34,0,0
Sweden->Thailand,0,0,0,0,36,0,0,0
China->Georgia,7,0,0,0,42,0,0,0
Georgia->NewZealand,0,0,0,0,38,37,0,0
Australia->Sweden,0,0,10,0,0,0,0,0
China->SouthAfrica,0,0,23,1,0,0,0,0
Australia->Kazakhstan,0,0,0,2,6,0,0,0
Australia->Spain,0,0,0,2,9,0,1,0
Kazakhstan->Senegal,0,0,0,0,59,0,0,0
Australia->Singapore,0,0,14,45,0,0,0,0
SouthKorea->Japan,0,0,0,24,0,0,0,0
NewZealand->Mexico,0,0,0,0,0,36,0,0
Australia->SaudiArabia,11,0,0,0,181,0,0,0
Australia->USA,0,0,0,0,92,0,0,0
Uganda->Senegal,0,0,0,1,75,0,36,0
Uganda->Bangladesh,0,0,0,0,12,0,22,0
Bangladesh->SaudiArabia,0,0,0,0,9,0,41,0
Jordan->Uganda,0,0,0,5,39,0,0,0
NewZealand->HongKong,0,0,0,33,0,0,0,0
HongKong->Germany,0,0,0,65,0,0,0,0
Denmark->Australia,0,0,0,25,0,0,0,0
Australia->Vietnam,0,0,0,54,0,0,0,0
Netherlands->Malaysia,0,0,21,0,0,0,0,0
Netherlands->Norway,0,0,23,0,0,2,0,0
Taiwan->Thailand,0,0,47,1,2,0,0,0
Malaysia->NewZealand,0,0,0,0,0,9,30,0
NewZealand->Iceland,0,0,0,0,0,0,9,0
NewZealand->UnitedKingdom,0,0,0,11,0,0,34,0
HongKong->UnitedKingdom,0,0,0,0,95,0,0,0
Malaysia->India,0,0,0,0,0,38,47,0
UnitedKingdom->USA,0,0,0,35,24,0,0,0
Chile->NewZealand,0,0,0,0,0,33,0,0
Nigeria->Singapore,0,0,0,0,41,16,0,0
Nigeria->UnitedKingdom,0,0,0,0,42,0,0,0
UnitedKingdom->Brazil,0,0,0,50,0,10,0,0
Brazil->Iceland,0,0,0,20,0,27,0,0
Netherlands->NewZealand,0,0,0,33,12,14,0,0
Netherlands->Uruguay,0,0,0,39,0,67,0,0
Spain->Netherlands,0,0,0,0,33,31,3,0
Taiwan->Georgia,0,0,40,0,0,14,0,0
Italy->HongKong,0,0,49,0,0,0,0,0
Singapore->NewZealand,0,0,11,8,0,8,47,0
Thailand->Turkey,0,0,5,2,0,0,0,0
Poland->Senegal,0,0,0,31,0,0,0,0
Poland->Iceland,0,0,0,8,0,0,0,0
Iceland->Sweden,0,0,0,1,0,0,0,0
Iceland->BosniaandHerzegovina,0,0,0,2,0,0,0,0
SouthAfrica->Uganda,0,0,0,22,0,0,0,0
SouthAfrica->Russia,0,0,0,5,0,0,0,0
SouthAfrica->China,0,0,15,9,0,0,0,0
BosniaandHerzegovina->DemocraticRepublicoftheCongo,0,0,0,24,0,0,0,0
DemocraticRepublicoftheCongo->Austria,0,0,0,29,0,0,0,0
DemocraticRepublicoftheCongo->Latvia,0,0,0,12,0,0,0,0
Norway->Uganda,0,0,0,12,0,0,0,0
Norway->BosniaandHerzegovina,0,0,0,43,0,0,0,0
Italy->Sweden,0,0,3,18,0,2,0,0
Taiwan->Bangladesh,0,0,0,29,0,0,0,0
Sweden->Portugal,0,0,0,0,0,8,0,0
Portugal->CzechRepublic,0,0,0,0,0,36,0,0
Mexico->Russia,0,0,0,15,0,0,0,0
Mexico->Germany,0,0,0,30,0,0,0,0
Mexico->Bangladesh,0,0,0,14,0,0,0,0
Mexico->UnitedArabEmirates,0,0,0,16,0,0,0,0
Jordan->CzechRepublic,0,0,0,0,0,42,0,0
Russia->Brazil,0,0,0,0,0,9,0,0
Brazil->Thailand,0,0,0,0,0,5,0,0
Morocco->Vietnam,0,0,0,0,0,35,0,0
Chile->Brazil,0,0,0,0,0,19,0,0
CzechRepublic->Vietnam,0,0,0,14,0,0,0,0
Argentina->UnitedKingdom,0,0,0,42,0,0,0,0
Poland->Japan,0,0,0,0,0,26,0,0
HongKong->Greece,0,0,0,0,0,14,0,0
Brazil->Mexico,0,0,0,0,0,1,0,0
Brazil->Japan,0,0,0,0,8,56,0,0
Georgia->Netherlands,0,0,0,0,0,37,0,0
Iceland->Netherlands,0,0,0,3,0,42,7,0
Poland->Kazakhstan,0,0,0,0,0,38,43,0
Poland->Taiwan,0,0,18,3,0,10,35,0
SouthAfrica->Switzerland,0,0,0,49,0,0,34,0
Japan->Argentina,0,0,0,0,0,0,30,0
Poland->Italy,0,0,3,0,0,38,21,0
UnitedKingdom->Belgium,0,0,0,0,0,34,0,0
UnitedKingdom->Romania,0,0,0,9,0,16,0,0
Brazil->Hungary,0,0,0,0,0,4,0,0
Brazil->Belgium,0,0,0,0,0,24,0,0
Luxembourg->CzechRepublic,0,0,0,0,0,28,0,0
CzechRepublic->France,0,0,0,0,0,8,0,0
CzechRepublic->Switzerland,0,0,0,0,0,20,0,0
Australia->Latvia,0,0,0,0,0,32,0,0
Australia->UnitedArabEmirates,0,0,0,0,32,20,0,0
UnitedArabEmirates->Latvia,0,0,0,0,0,58,0,0
Latvia->Spain,0,0,0,3,0,43,9,0
Italy->Russia,0,0,0,17,0,30,0,0
BosniaandHerzegovina->Chile,0,0,0,0,0,39,0,0
Senegal->Luxembourg,0,0,0,0,0,4,0,0
Luxembourg->Morocco,0,0,0,0,0,1,1,0
Luxembourg->Israel,0,0,0,0,0,52,8,0
Austria->USA,0,0,0,4,0,12,0,0
Austria->Luxembourg,0,0,0,0,0,21,0,0
Canada->UnitedArabEmirates,0,0,0,0,0,24,0,0
Sweden->USA,0,0,18,0,29,26,0,0
Senegal->Australia,0,0,6,42,0,0,0,0
BosniaandHerzegovina->Taiwan,0,0,0,10,0,8,0,0
BosniaandHerzegovina->USA,0,0,0,1,0,3,0,0
USA->Norway,0,0,0,0,29,66,13,0
Oman->UnitedArabEmirates,0,0,0,0,80,2,0,0
Taiwan->India,0,0,7,0,2,15,0,0
India->Colombia,0,0,0,0,9,3,0,0
India->Portugal,0,0,0,0,0,10,0,0
Germany->Finland,0,0,0,0,28,0,0,0
Spain->France,0,0,0,6,75,0,0,0
Italy->Germany,0,0,0,28,34,0,0,0
France->Australia,0,0,0,0,6,6,18,0
France->Portugal,0,0,0,0,5,0,16,0
USA->DemocraticRepublicoftheCongo,0,0,0,6,14,1,0,0
USA->SaudiArabia,0,0,0,1,9,0,0,0
Bangladesh->India,0,0,0,0,28,0,0,0
Brazil->Canada,0,0,0,0,6,30,0,0
Colombia->Finland,0,0,0,0,2,21,0,0
Finland->Greece,0,0,0,0,0,18,0,0
Japan->Colombia,0,0,0,0,0,62,0,0
Norway->NewZealand,0,0,0,0,0,0,30,0
Singapore->Norway,0,0,0,0,14,0,0,0
Singapore->Morocco,0,0,0,0,37,3,0,0
Morocco->Sweden,0,0,0,0,13,0,0,0
Morocco->USA,0,0,0,0,0,23,0,0
Sweden->Singapore,0,0,0,0,4,0,6,0
Israel->Iceland,0,0,0,0,14,0,0,0
Iceland->Chile,0,0,0,0,20,0,0,0
Iceland->France,0,0,0,0,35,0,0,0
Iceland->Georgia,0,0,0,0,19,0,0,0
Georgia->Finland,0,0,0,0,45,0,0,0
BosniaandHerzegovina->Denmark,0,0,0,0,0,40,0,0
Israel->Bangladesh,0,0,0,0,0,0,33,0
Bangladesh->Hungary,0,0,0,0,0,0,37,0
UnitedKingdom->France,0,0,0,0,0,0,9,0
UnitedKingdom->Israel,0,0,0,0,0,13,37,0
Sweden->Vietnam,0,0,0,0,36,0,0,0
Vietnam->Norway,0,0,0,0,22,0,0,0
France->Netherlands,0,0,0,0,0,44,0,0
Canada->Chile,0,0,0,0,36,0,0,0
Turkey->China,0,0,0,46,0,0,0,0
Turkey->Oman,0,0,0,0,42,4,0,0
Turkey->Australia,0,0,0,0,51,0,0,0
Australia->India,0,0,0,0,38,0,0,0
India->Canada,0,0,0,0,15,19,0,0
Kazakhstan->Turkey,0,0,0,0,0,35,0,0
NewZealand->China,0,0,17,0,0,0,0,0
Taiwan->Spain,0,0,6,5,4,0,0,0
Spain->Kazakhstan,0,0,0,3,35,0,0,0
Singapore->Japan,0,0,0,42,0,0,0,0
Japan->SouthKorea,0,0,0,18,0,0,0,0
Belgium->Chile,0,0,0,35,0,31,0,0
Senegal->Uganda,0,0,0,0,36,0,0,0
Malaysia->Norway,0,0,38,0,0,0,0,0
Singapore->Canada,0,0,0,36,0,0,0,0
Malaysia->Australia,0,0,0,0,61,0,47,0
Australia->Japan,0,0,0,0,36,24,0,0
NewZealand->Spain,0,0,0,0,0,35,0,0
Oman->Austria,0,0,0,0,0,0,14,0
Netherlands->Thailand,0,0,0,0,21,14,0,0
NewZealand->Hungary,0,0,0,0,4,3,30,0
India->Thailand,0,0,0,0,62,0,0,0
Singapore->Oman,0,0,41,0,0,0,0,0
UnitedKingdom->Thailand,0,0,8,0,19,13,0,0
SaudiArabia->DemocraticRepublicoftheCongo,0,0,0,37,1,0,0,0
UnitedArabEmirates->BosniaandHerzegovina,0,0,0,11,0,0,0,0
UnitedArabEmirates->Iceland,0,0,0,6,0,0,0,0
China->Uganda,0,0,0,12,0,0,0,0
SouthAfrica->Austria,0,0,0,32,0,0,0,0
Chile->Senegal,0,0,0,15,0,1,0,0
Senegal->Norway,0,0,0,15,0,0,0,0
Germany->Sweden,0,0,74,25,0,0,0,0
Germany->Russia,0,0,0,35,0,0,0,0
Uganda->Norway,0,0,0,22,0,0,0,0
Norway->Iceland,0,0,0,3,0,0,0,0
Norway->Switzerland,0,0,0,5,0,0,0,0
Luxembourg->Sweden,0,0,0,27,0,13,0,0
Poland->Latvia,0,0,0,51,0,36,0,0
Poland->Sweden,0,0,0,138,0,16,0,0
Taiwan->SaudiArabia,0,0,0,6,0,0,0,0
Taiwan->Russia,0,0,0,36,0,0,0,0
CzechRepublic->Sweden,0,0,0,0,0,17,0,0
CzechRepublic->Turkey,0,0,0,0,0,16,10,0
UnitedArabEmirates->Mexico,0,0,0,3,0,0,0,0
UnitedArabEmirates->Bangladesh,0,0,0,42,0,0,0,0
CzechRepublic->Belgium,0,0,0,0,0,34,0,0
Japan->Austria,0,0,0,0,0,18,0,0
Austria->Thailand,0,0,9,0,0,17,0,0
Switzerland->Georgia,0,0,0,0,0,10,7,0
Argentina->Switzerland,0,0,0,30,0,0,2,0
Greece->Mexico,0,0,0,0,0,40,0,0
Mexico->UnitedKingdom,0,0,0,0,0,27,42,0
Morocco->Japan,0,0,0,0,0,19,0,0
Germany->Georgia,0,0,0,0,0,29,0,0
Switzerland->Canada,0,0,0,4,0,7,3,0
Switzerland->Oman,0,0,0,2,0,0,6,0
Latvia->Germany,0,0,0,0,0,0,34,0
Taiwan->UnitedKingdom,0,0,0,0,0,24,26,0
Taiwan->SouthAfrica,0,0,0,0,1,0,13,0
Taiwan->Switzerland,0,0,0,12,0,0,17,0
Sweden->Greece,0,0,0,0,0,0,36,0
Argentina->Japan,0,0,0,0,0,0,32,0
Russia->Chile,0,0,0,1,28,32,0,0
Chile->Finland,0,0,0,0,5,51,0,0
Australia->Portugal,0,0,0,0,0,30,27,0
Portugal->Romania,0,0,0,0,0,38,0,0
Greece->Australia,0,0,0,0,0,16,0,0
UnitedArabEmirates->Spain,0,0,0,0,0,27,0,0
Spain->China,0,0,0,0,0,9,0,0
Senegal->Taiwan,0,0,0,0,0,40,0,0
Senegal->Morocco,0,0,0,0,0,9,2,0
Senegal->UnitedKingdom,0,0,0,0,0,10,0,0
Georgia->Luxembourg,0,0,0,0,0,29,0,0
Luxembourg->Mexico,0,0,0,0,0,16,8,0
Mexico->Israel,0,0,0,0,0,0,18,0
Luxembourg->Austria,0,0,0,0,0,34,0,0
Singapore->Nigeria,0,0,0,0,28,20,0,0
Norway->USA,0,0,5,0,0,35,0,0
Latvia->DemocraticRepublicoftheCongo,0,0,0,8,0,0,9,0
Germany->Canada,0,0,0,0,0,39,16,0
Canada->UnitedKingdom,0,0,0,0,0,0,37,0
Switzerland->DemocraticRepublicoftheCongo,0,0,0,4,0,0,23,0
France->DemocraticRepublicoftheCongo,0,0,0,1,6,0,7,0
Spain->Austria,0,0,0,5,0,45,6,0
Spain->Mexico,0,0,0,0,0,48,0,0
Portugal->India,0,0,0,0,0,31,0,0
Portugal->Chile,0,0,0,0,0,42,0,0
Colombia->Greece,0,0,0,0,8,38,0,0
Italy->NewZealand,0,0,0,0,0,13,0,0
Brazil->Finland,0,0,0,0,19,6,0,0
Canada->Nigeria,0,0,0,0,47,0,0,0
Colombia->USA,0,0,0,0,0,45,0,0
Australia->Canada,0,0,0,0,7,35,0,0
Morocco->NewZealand,0,0,0,0,5,0,4,0
NewZealand->Sweden,0,0,5,0,10,0,0,0
NewZealand->France,0,0,0,0,3,3,0,0
Oman->Belgium,0,0,0,0,0,22,0,0
Australia->Bangladesh,0,0,0,19,0,0,29,0
Canada->Denmark,0,0,0,0,8,75,0,0
Germany->Brazil,0,0,0,0,46,0,0,0
Brazil->Israel,0,0,0,0,13,0,0,0
Denmark->Canada,0,0,0,0,26,0,0,0
NewZealand->Singapore,0,0,0,0,0,0,30,0
Sweden->NewZealand,0,0,12,0,8,0,6,0
Sweden->China,0,0,10,0,0,0,0,0
Singapore->Kazakhstan,0,0,0,14,6,0,0,0
Senegal->France,0,0,0,0,31,0,0,0
USA->UnitedArabEmirates,0,0,0,0,12,14,7,0
Australia->Denmark,0,0,0,16,0,0,0,0
Malaysia->Netherlands,0,0,19,0,0,0,0,0
Mexico->USA,0,0,0,0,0,0,35,0
Jordan->Nigeria,0,0,0,0,29,0,0,0
Luxembourg->Iceland,0,0,0,47,1,0,0,0
Luxembourg->Brazil,0,0,0,15,0,16,0,0
Singapore->USA,0,0,40,0,12,13,0,0
Taiwan->HongKong,0,0,15,0,0,0,0,0
Singapore->Turkey,0,0,19,0,0,0,0,0
Poland->Luxembourg,0,0,0,50,0,2,0,0
Luxembourg->BosniaandHerzegovina,0,0,0,20,0,0,0,0
Luxembourg->SouthAfrica,0,0,0,27,0,0,0,0
Luxembourg->India,0,0,0,10,0,0,0,0
Luxembourg->Russia,0,0,0,3,0,0,0,0
Luxembourg->Uganda,0,0,0,3,0,0,0,0
Russia->China,0,0,0,35,0,0,0,0
Austria->SouthAfrica,0,0,0,15,0,0,0,0
Chile->Uganda,0,0,0,1,0,0,0,0
Chile->Austria,0,0,0,1,0,0,0,0
Chile->Switzerland,0,0,0,3,0,0,0,0
Chile->Sweden,0,0,0,7,0,0,0,0
Chile->Germany,0,0,0,6,0,0,0,0
Oman->Russia,0,0,0,33,0,1,0,0
Oman->Taiwan,0,0,6,30,29,0,0,0
Jordan->Australia,0,0,0,0,0,26,0,0
Jordan->Morocco,0,0,0,0,0,26,0,0
Jordan->Bangladesh,0,0,0,0,0,26,0,0
Thailand->Morocco,0,0,0,0,0,2,0,0
Singapore->Italy,0,0,1,12,0,0,0,0
Singapore->CzechRepublic,0,0,0,21,0,0,0,0
Poland->HongKong,0,0,0,0,0,6,0,0
Greece->Morocco,0,0,0,0,0,8,0,0
Morocco->Mexico,0,0,0,0,0,6,0,0
Georgia->Germany,0,0,0,0,0,9,0,0
Jordan->BosniaandHerzegovina,0,0,0,20,12,0,0,0
Argentina->SouthAfrica,0,0,0,0,0,0,31,0
Colombia->Germany,0,0,0,0,3,35,0,0
Germany->Jordan,0,0,0,0,0,41,0,0
Poland->Hungary,0,0,0,0,0,11,0,0
Hungary->Australia,0,0,0,0,0,3,21,0
Hungary->Japan,0,0,0,0,0,8,0,0
Italy->UnitedArabEmirates,0,0,0,0,0,24,0,0
Spain->Brazil,0,0,0,3,0,40,0,0
Brazil->BosniaandHerzegovina,0,0,0,0,0,37,0,0
Morocco->BosniaandHerzegovina,0,0,0,0,0,71,0,0
Italy->Morocco,0,0,0,0,0,33,0,0
Luxembourg->Singapore,0,0,0,0,0,19,0,0
Nigeria->France,0,0,0,0,0,30,0,0
Sweden->Canada,0,0,0,0,0,14,0,0
Denmark->Finland,0,0,0,0,0,6,0,0
Denmark->Jordan,0,0,0,0,0,14,0,0
Israel->USA,0,0,0,0,0,48,14,0
Senegal->Belgium,0,0,0,14,0,0,0,0
Russia->Luxembourg,0,0,0,0,0,15,0,0
Canada->Italy,0,0,0,0,0,10,0,0
Romania->Taiwan,0,0,0,0,0,0,27,0
India->Latvia,0,0,0,0,0,13,0,0
Colombia->Chile,0,0,0,0,0,11,0,0
Finland->Germany,0,0,0,0,31,0,0,0
Switzerland->Colombia,0,0,0,6,44,0,4,0
Turkey->Bangladesh,0,0,0,0,25,0,0,0
Turkey->India,0,0,0,0,64,0,0,0
Canada->Greece,0,0,0,0,0,7,0,0
Morocco->Colombia,0,0,0,0,0,8,2,0
Chile->Israel,0,0,0,0,18,2,0,0
Chile->Iceland,0,0,0,0,30,0,0,0
Israel->Spain,0,0,0,0,0,0,16,0
Spain->Germany,0,0,0,17,0,0,33,0
France->UnitedKingdom,0,0,0,0,0,0,25,0
USA->BosniaandHerzegovina,0,0,0,5,18,0,18,0
Austria->Canada,0,0,0,0,0,35,0,0
Norway->Colombia,0,0,0,0,0,16,0,0
BosniaandHerzegovina->Netherlands,0,0,0,4,0,0,36,0
UnitedArabEmirates->Thailand,0,0,0,0,32,0,0,0
Thailand->Sweden,0,0,0,0,41,0,0,0
NewZealand->Australia,0,0,18,0,8,0,0,0
UnitedArabEmirates->SouthAfrica,0,0,50,4,0,0,0,0
SouthAfrica->USA,0,0,21,0,0,0,0,0
SouthAfrica->SouthKorea,0,0,30,0,0,0,0,0
Kazakhstan->Taiwan,0,0,7,0,0,0,25,0
Kazakhstan->Singapore,0,0,0,12,0,0,0,0
Norway->Malaysia,0,0,40,0,0,0,0,0
Taiwan->Malaysia,0,0,43,0,0,0,0,0
Thailand->NewZealand,0,0,0,0,0,40,0,0
Uruguay->Jordan,0,0,0,0,0,36,0,0
Singapore->Germany,0,0,35,0,0,0,0,0
Uganda->Austria,0,0,0,30,0,0,0,0
Uganda->Italy,0,0,0,10,0,0,0,0
Norway->Argentina,0,0,0,4,13,0,0,0
Argentina->Iceland,0,0,0,13,0,0,0,0
UnitedKingdom->India,0,0,0,30,0,0,0,0
India->Finland,0,0,0,24,0,0,0,0
Oman->SaudiArabia,0,0,0,15,0,0,0,0
Turkey->CzechRepublic,0,0,0,0,0,12,0,0
Japan->Thailand,0,0,0,0,0,33,0,0
Thailand->Italy,0,0,0,0,0,9,0,0
Vietnam->Georgia,0,0,0,0,0,0,27,0
Austria->UnitedKingdom,0,0,0,2,0,13,0,0
UnitedKingdom->Japan,0,0,0,0,0,31,0,0
Portugal->Austria,0,0,0,0,0,24,0,0
India->BosniaandHerzegovina,0,0,0,0,9,3,0,0
Kazakhstan->Switzerland,0,0,0,0,0,0,11,0
Greece->Sweden,0,0,0,0,0,0,26,0
SouthAfrica->Argentina,0,0,0,0,0,0,35,0
Hungary->Brazil,0,0,0,0,0,14,0,0
France->UnitedArabEmirates,0,0,0,0,0,18,0,0
Israel->Georgia,0,0,0,0,2,10,0,0
Jordan->Finland,0,0,0,0,0,21,0,0
Georgia->Colombia,0,0,0,0,0,19,0,0
Belgium->Senegal,0,0,0,24,0,0,0,0
Spain->Portugal,0,0,0,0,0,55,0,0
Belgium->Canada,0,0,0,0,0,0,34,0
India->Hungary,0,0,0,0,29,0,0,0
Spain->Denmark,0,0,0,0,9,0,0,0
Georgia->Portugal,0,0,0,0,0,30,0,0
Turkey->Brazil,0,0,0,0,5,1,0,0
SaudiArabia->Malaysia,0,0,0,0,31,0,0,0
Brazil->USA,0,0,0,0,9,9,0,0
Norway->Morocco,0,0,0,0,11,0,0,0
Hungary->Spain,0,0,0,0,0,0,4,0
Canada->Austria,0,0,0,0,0,21,0,0
Israel->Finland,0,0,0,0,2,0,0,0
Germany->Turkey,0,0,19,12,0,1,0,0
Australia->Norway,0,0,0,0,9,6,0,0
Sweden->Senegal,0,0,6,5,0,0,0,0
Senegal->NewZealand,0,0,18,0,0,0,0,0
Senegal->China,0,0,42,0,0,0,0,0
Thailand->Canada,0,0,24,17,0,0,0,0
Jordan->Singapore,0,0,0,0,19,0,0,0
Poland->China,0,0,30,0,0,0,0,0
Uganda->Russia,0,0,0,33,0,0,0,0
Austria->Belgium,0,0,0,27,0,0,0,0
Norway->Spain,0,0,0,6,0,0,0,0
BosniaandHerzegovina->Argentina,0,0,0,3,0,0,0,0
Sweden->Turkey,0,0,0,0,0,19,0,0
Bangladesh->Mexico,0,0,0,10,0,0,0,0
Thailand->Vietnam,0,0,0,0,0,4,0,0
Vietnam->Brazil,0,0,0,0,0,8,0,0
Israel->Poland,0,0,0,0,0,34,0,0
CzechRepublic->UnitedKingdom,0,0,0,0,0,12,0,0
Russia->Canada,0,0,0,0,0,10,13,0
Portugal->Germany,0,0,0,0,0,16,0,0
UnitedKingdom->Poland,0,0,0,0,0,15,0,0
Taiwan->Morocco,0,0,0,0,0,13,9,0
Taiwan->Luxembourg,0,0,0,0,0,10,0,0
Luxembourg->Nigeria,0,0,0,0,0,12,0,0
Finland->Jordan,0,0,0,0,0,29,0,0
Italy->Canada,0,0,0,0,0,3,5,0
Colombia->Brazil,0,0,0,0,0,14,0,0
Norway->Singapore,0,0,0,0,17,0,0,0
BosniaandHerzegovina->Oman,0,0,0,0,0,10,0,0
Oman->Denmark,0,0,0,0,0,8,0,0
CzechRepublic->Israel,0,0,0,0,0,0,14,0
CzechRepublic->Austria,0,0,0,0,0,0,5,0
Austria->Spain,0,0,0,8,0,0,3,0
Australia->Netherlands,0,0,0,0,0,0,30,0
Norway->Israel,0,0,0,0,9,0,0,0
Norway->Vietnam,0,0,0,0,15,0,0,0
Taiwan->Greece,0,0,0,0,27,0,0,0
UnitedArabEmirates->SaudiArabia,0,0,0,25,0,0,0,0
Nigeria->Greece,0,0,0,0,28,0,0,0
Oman->Australia,0,0,0,0,18,0,20,0
UnitedKingdom->DemocraticRepublicoftheCongo,0,0,0,14,0,0,3,0
Thailand->Oman,0,0,10,0,0,0,0,0
Singapore->Sweden,0,0,24,0,16,0,0,0
USA->Italy,0,0,5,3,0,0,0,0
Iceland->Uganda,0,0,0,16,0,0,0,0
Switzerland->Norway,0,0,0,12,0,9,0,0
Italy->Iceland,0,0,0,16,0,0,0,0
Oman->Morocco,0,0,0,0,0,0,8,0
Argentina->Russia,0,0,0,13,0,0,0,0
Russia->Denmark,0,0,0,11,0,0,0,0
UnitedKingdom->Germany,0,0,8,0,0,2,0,0
UnitedKingdom->CzechRepublic,0,0,0,0,0,4,0,0
HongKong->Poland,0,0,0,0,0,19,0,0
Japan->Morocco,0,0,0,0,0,33,0,0
SouthAfrica->UnitedKingdom,0,0,0,0,0,0,13,0
Japan->Italy,0,0,0,0,0,9,37,0
Vietnam->Belgium,0,0,0,0,0,35,0,0
Latvia->Hungary,0,0,0,0,0,40,0,0
Latvia->Japan,0,0,0,0,0,4,0,0
Latvia->Brazil,0,0,0,0,0,12,0,0
Spain->UnitedArabEmirates,0,0,0,0,0,1,0,0
Chile->Jordan,0,0,0,0,0,14,0,0
Austria->Senegal,0,0,0,0,0,31,0,0
Senegal->Israel,0,0,0,0,0,38,0,0
Colombia->Senegal,0,0,0,0,0,28,0,0
Senegal->Georgia,0,0,0,0,0,41,0,0
Finland->Luxembourg,0,0,0,0,18,0,0,0
India->DemocraticRepublicoftheCongo,0,0,0,0,6,0,0,0
DemocraticRepublicoftheCongo->Colombia,0,0,0,2,41,3,0,0
Israel->Chile,0,0,0,0,28,0,1,0
Spain->CzechRepublic,0,0,0,3,0,0,17,0
France->Brazil,0,0,0,0,20,0,0,0
Australia->Turkey,0,0,0,0,11,0,0,0
SaudiArabia->Thailand,6,0,15,8,0,0,0,0
Iceland->NewZealand,0,0,0,0,0,0,21,0
Sweden->HongKong,0,0,5,0,0,0,0,0
Turkey->Austria,0,0,0,5,0,0,0,0
Russia->India,0,0,0,5,0,0,0,0
Russia->Uganda,0,0,0,11,0,0,0,0
SouthAfrica->Belgium,0,0,0,16,0,0,0,0
Italy->Portugal,0,0,0,0,0,22,0,0
Kazakhstan->UnitedKingdom,0,0,0,0,0,0,20,0
Kazakhstan->SouthAfrica,0,0,0,0,0,0,9,0
Latvia->Greece,0,0,0,0,0,24,0,0
Latvia->Luxembourg,0,0,0,0,0,11,0,0
Luxembourg->Hungary,0,0,0,0,0,5,0,0
Luxembourg->Belgium,0,0,0,0,0,8,0,0
Luxembourg->Japan,0,0,0,0,0,29,0,0
UnitedArabEmirates->France,0,0,0,0,0,9,0,0
Morocco->Israel,0,0,0,0,0,2,0,0
Morocco->Luxembourg,0,0,0,0,0,6,0,0
Austria->Singapore,0,0,0,0,0,4,0,0
Senegal->Austria,0,0,0,0,0,8,0,0
USA->Vietnam,0,0,0,0,10,13,0,0
Finland->Iceland,0,0,0,0,14,0,0,0
France->India,0,0,0,0,33,5,0,0
France->Greece,0,0,0,0,14,0,0,0
Vietnam->Spain,0,0,0,0,5,4,0,0
NewZealand->Italy,0,0,0,0,0,7,0,0
DemocraticRepublicoftheCongo->Bangladesh,0,0,0,0,11,0,0,0
Canada->Finland,0,0,0,0,0,4,0,0
Israel->UnitedKingdom,0,0,0,0,0,1,39,0
HongKong->Vietnam,0,0,0,10,0,0,0,0
Poland->USA,0,0,17,0,0,0,0,0
CzechRepublic->Poland,0,0,0,0,0,13,0,0
Singapore->Vietnam,0,0,0,10,0,0,0,0
Denmark->Italy,0,0,0,19,0,0,0,0
Portugal->Mexico,0,0,0,0,0,1,0,0
Georgia->Chile,0,0,0,0,1,2,2,0
India->Spain,0,0,0,0,0,13,0,0
Greece->DemocraticRepublicoftheCongo,0,0,0,0,16,0,0,0
Norway->Austria,0,0,0,0,0,0,33,0
Spain->Israel,0,0,0,0,0,0,13,0
Taiwan->Turkey,0,0,0,0,19,6,0,0
Senegal->SaudiArabia,0,0,0,0,0,0,24,0
Australia->Germany,0,0,0,1,10,0,1,0
Canada->Singapore,0,0,0,36,0,0,0,0
Georgia->Thailand,0,4,2,0,0,0,0,0
Georgia->China,5,8,0,0,0,0,0,0
Singapore->Austria,0,0,3,3,0,0,0,0
India->Russia,0,0,0,15,0,0,0,0
Morocco->Senegal,0,0,0,0,0,5,0,0
Morocco->Taiwan,0,0,0,0,0,11,0,0
Poland->Oman,0,0,0,5,0,9,0,0
Singapore->DemocraticRepublicoftheCongo,0,0,0,0,17,0,0,0
Singapore->Hungary,0,0,0,0,5,1,0,0
Hungary->Sweden,0,0,0,0,9,0,0,0
Sweden->Georgia,0,0,15,0,7,0,0,0
Israel->Norway,0,0,0,0,14,0,0,0
NewZealand->Senegal,0,0,23,0,0,0,0,0
Taiwan->Kazakhstan,0,0,5,5,4,0,10,0
Senegal->Bangladesh,0,0,0,0,0,0,31,0
Austria->Oman,0,0,0,0,0,0,20,0
China->Austria,0,0,2,0,0,0,0,0
Mexico->Oman,0,0,0,4,0,0,0,0
Mexico->Sweden,0,0,0,11,0,0,0,0
Switzerland->Uganda,0,0,0,3,0,2,1,0
Luxembourg->Poland,0,0,0,23,0,1,0,0
Poland->SaudiArabia,0,0,0,11,0,0,0,0
SaudiArabia->Sweden,0,0,0,4,0,0,0,0
Switzerland->UnitedArabEmirates,0,0,0,0,0,10,0,0
Colombia->Luxembourg,0,0,0,0,10,0,32,0
Belgium->Luxembourg,0,0,0,0,0,10,0,0
Georgia->Morocco,0,0,0,0,0,4,2,0
Portugal->Georgia,0,0,0,0,0,12,0,0
Iceland->Israel,0,0,0,0,9,0,0,0
SouthKorea->HongKong,0,0,2,0,2,0,0,0
Austria->Chile,0,0,0,5,0,0,0,0
Portugal->Finland,0,0,0,0,0,4,0,0
Japan->Mexico,0,0,0,0,0,19,0,0
